_id,category,category_type,qiime_tag,mgrast_tag,tag,definition,required,mixs,type,fw_type,unit
581,miscellaneous,ep,samp_store_dur,miscellaneous-natural-or-artificial-environment_samp_store_dur,samp_store_dur,duration for which sample was stored,0,1,text,Range,
582,miscellaneous,ep,samp_store_loc,miscellaneous-natural-or-artificial-environment_samp_store_loc,samp_store_loc,"location at which sample was stored, usually name of a specific freezer/room",0,1,text,text,
583,miscellaneous,ep,samp_store_temp,miscellaneous-natural-or-artificial-environment_samp_store_temp,samp_store_temp,"temperature at which sample was stored, e.g. -80",0,1,text,Measurement,
584,miscellaneous,ep,silicate,miscellaneous-natural-or-artificial-environment_silicate,silicate,concentration of silicate,0,1,text,text,
585,miscellaneous,ep,sodium,miscellaneous-natural-or-artificial-environment_sodium,sodium,sodium concentration,0,1,text,text,
586,miscellaneous,ep,sulfate,miscellaneous-natural-or-artificial-environment_sulfate,sulfate,concentration of sulfate,0,1,text,text,
587,miscellaneous,ep,sulfide,miscellaneous-natural-or-artificial-environment_sulfide,sulfide,concentration of sulfide,0,1,text,text,
588,miscellaneous,ep,,,mgrast_id,MG-RAST Enviromental Package ID,0,0,text,text,
589,miscellaneous,ep,misc_param,miscellaneous-natural-or-artificial-environment_misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,Measurement_Named,
590,plant-associated,ep,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
591,plant-associated,ep,age,plant-associated_age,age,"age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees",0,1,text,Measurement,
592,plant-associated,ep,air_temp_regm,plant-associated_air_temp_regm,air_temp_regm,"information about treatment involving an exposure to varying temperatures; should include the temperature, treatment duration, interval and total experimental duration; can include different temperature regimens",0,1,text,text,
593,plant-associated,ep,antibiotic_regm,plant-associated_antibiotic_regm,antibiotic_regm,"information about treatment involving antibiotic administration; should include the name of antibiotic, amount administered, treatment duration, interval and total experimental duration; can include multiple antibiotic regimens",0,1,text,text,
594,plant-associated,ep,body_product,plant-associated_body_product,body_product,substance produced by the plant where the sample was obtained from,0,1,text,text,
595,plant-associated,ep,chem_administration,plant-associated_chem_administration,chem_administration,"list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v1.72), please see http://bioportal.bioontology.org/visualize/44603",0,1,text,text,
596,plant-associated,ep,chem_mutagen,plant-associated_chem_mutagen,chem_mutagen,"treatment involving use of mutagens; should include the name of mutagen, amount administered, treatment duration, interval and total experimental duration; can include multiple mutagen regimens",0,1,text,text,
597,plant-associated,ep,climate_environment,plant-associated_climate_environment,climate_environment,treatment involving an exposure to a particular climate; can include multiple climates,0,1,text,text,
598,plant-associated,ep,disease_stat,plant-associated_disease_stat,disease_stat,"list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology), other hosts are free text. For DO terms, please see http://gemina.svn.sourceforge.net/viewvc/gemina/trunk/Gemina/ontologies/gemina_symptom.obo?view=log",0,1,text,text,
599,plant-associated,ep,dry_mass,plant-associated_dry_mass,dry_mass,measurement of dry mass,0,1,text,Measurement,
600,plant-associated,ep,fertilizer_regm,plant-associated_fertilizer_regm,fertilizer_regm,"information about treatment involving the use of fertilizers; should include the name fertilizer, amount administered, treatment duration, interval and total experimental duration; can include multiple fertilizer regimens",0,1,text,text,
601,plant-associated,ep,fungicide_regm,plant-associated_fungicide_regm,fungicide_regm,"information about treatment involving use of fungicides; should include the name of fungicide, amount administered, treatment duration, interval and total experimental duration; can include multiple fungicide regimens",0,1,text,text,
602,plant-associated,ep,gaseous_environment,plant-associated_gaseous_environment,gaseous_environment,"use of conditions with differing gaseous environments; should include the name of gaseous compound, amount administered, treatment duration, interval and total experimental duration; can include multiple gaseous environment regimens",0,1,text,text,
603,plant-associated,ep,genotype,plant-associated_genotype,genotype,observed genotype,0,1,text,OOD_List,
604,plant-associated,ep,gravity,plant-associated_gravity,gravity,"information about treatment involving use of gravity factor to study various types of responses in presence, absence or modified levels of gravity; can include multiple treatments",0,1,text,text,
605,plant-associated,ep,growth_hormone_regm,plant-associated_growth_hormone_regm,growth_hormone_regm,"information about treatment involving use of growth hormones; should include the name of growth hormone, amount administered, treatment duration, interval and total experimental duration; can include multiple growth hormone regimens",0,1,text,text,
606,plant-associated,ep,growth_med,plant-associated_growth_med,growth_med,information about growth media for growing the plants or tissue cultured samples,0,1,text,text,
607,plant-associated,ep,height_or_length,plant-associated_height_or_length,height_or_length,measurement of height or length,0,1,text,Measurement,
608,plant-associated,ep,herbicide_regm,plant-associated_herbicide_regm,herbicide_regm,"information about treatment involving use of herbicides; information about treatment involving use of growth hormones; should include the name of herbicide, amount administered, treatment duration, interval and total experimental duration; can include multiple regimens",0,1,text,text,
609,plant-associated,ep,host_common_name,plant-associated_host_common_name,host_common_name,"common name of the host, e.g. human",0,1,text,text,
610,plant-associated,ep,host_taxid,plant-associated_host_taxid,host_taxid,"NCBI taxon id of the host, e.g. 9606",0,1,text,text,
611,plant-associated,ep,humidity_regm,plant-associated_humidity_regm,humidity_regm,"information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered, treatment duration, interval and total experimental duration; can include multiple regimens",0,1,text,Measurement,
612,plant-associated,ep,infra_specific_name,plant-associated_infra_specific_name,infra_specific_name,taxonomic information about the host below subspecies level,0,1,text,text,
613,plant-associated,ep,infra_specific_rank,plant-associated_infra_specific_rank,infra_specific_rank,"taxonomic rank information about the host below subspecies level, such as variety, form, rank etc.",0,1,text,text,
614,plant-associated,ep,life_stage,plant-associated_life_stage,life_stage,description of life stage of host,0,1,text,text,
615,plant-associated,ep,mechanical_damage,plant-associated_mechanical_damage,mechanical_damage,information about any mechanical damage exerted on the plant; can include multiple damages and sites,0,1,text,text,
616,plant-associated,ep,mineral_nutr_regm,plant-associated_mineral_nutr_regm,mineral_nutr_regm,"information about treatment involving the use of mineral supplements; should include the name of mineral nutrient, amount administered, treatment duration, interval and total experimental duration; can include multiple mineral nutrient regimens",0,1,text,text,
617,plant-associated,ep,non_mineral_nutr_regm,plant-associated_non_mineral_nutr_regm,non_mineral_nutr_regm,"information about treatment involving the exposure of plant to non-mineral nutrient such as oxygen, hydrogen or carbon; should include the name of non-mineral nutrient, amount administered, treatment duration, interval and total experimental duration; can include multiple non-mineral nutrient regimens",0,1,text,text,
618,plant-associated,ep,organism_count,plant-associated_organism_count,organism_count,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",0,1,text,text,
619,plant-associated,ep,oxy_stat_samp,plant-associated_oxy_stat_samp,oxy_stat_samp,oxygenation status of sample,0,1,text,text,
620,plant-associated,ep,perturbation,plant-associated_perturbation,perturbation,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",0,1,text,text,
621,plant-associated,ep,pesticide_regm,plant-associated_pesticide_regm,pesticide_regm,"information about treatment involving use of insecticides; should include the name of pesticide, amount administered, treatment duration, interval and total experimental duration; can include multiple pesticide regimens",0,1,text,text,
622,plant-associated,ep,phenotype,plant-associated_phenotype,phenotype,"phenotype of host. For Phenotypic quality Ontology (PATO) (v1.269) terms, please see http://bioportal.bioontology.org/visualize/44601",0,1,text,text,
623,plant-associated,ep,ph_regm,plant-associated_ph_regm,ph_regm,information about treatment involving exposure of plants to varying levels of pH of the growth media; can include multiple regimen,0,1,text,OOD_List,
624,plant-associated,ep,plant_body_site,plant-associated_plant_body_site,plant_body_site,"name of body site that the sample was obtained from. For PO (v819) terms please see, http://bioportal.bioontology.org/visualize/42737",0,1,text,text,
625,plant-associated,ep,plant_product,plant-associated_plant_product,plant_product,"substance produced by the plant, where the sample was obtained from",0,1,text,text,
626,plant-associated,ep,radiation_regm,plant-associated_radiation_regm,radiation_regm,"information about treatment involving exposure of plant or a plant part to a particular radiation regimen; should include the radiation type, amount or intensity administered, treatment duration, interval and total experimental duration; can include multiple radiation regimens",0,1,text,text,
627,plant-associated,ep,rainfall_regm,plant-associated_rainfall_regm,rainfall_regm,information about treatment involving an exposure to a given amount of rainfall; can include multiple regimens,0,1,text,text,
628,plant-associated,ep,salt_regm,plant-associated_salt_regm,salt_regm,"information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt, amount administered, treatment duration, interval and total experimental duration; can include multiple salt regimens",0,1,text,text,
629,plant-associated,ep,samp_salinity,plant-associated_samp_salinity,samp_salinity,"salinity of sample, i.e. measure of total salt concentration",0,1,text,text,
630,plant-associated,ep,samp_store_dur,plant-associated_samp_store_dur,samp_store_dur,duration for which sample was stored,0,1,text,Range,
631,plant-associated,ep,samp_store_loc,plant-associated_samp_store_loc,samp_store_loc,"location at which sample was stored, usually name of a specific freezer/room",0,1,text,text,
632,plant-associated,ep,samp_store_temp,plant-associated_samp_store_temp,samp_store_temp,"temperature at which sample was stored, e.g. -80",0,1,text,Measurement,
633,plant-associated,ep,season_environment,plant-associated_season_environment,season_environment,"treatment involving an exposure to a particular season (e.g. winter, summer, rabi, rainy etc.)",0,1,text,text,
634,plant-associated,ep,standing_water_regm,plant-associated_standing_water_regm,standing_water_regm,"treatment involving an exposure to standing water during a plant's life span, types can be flood water or standing water; can include multiple regimens",0,1,text,text,
635,plant-associated,ep,tiss_cult_growth_med,plant-associated_tiss_cult_growth_med,tiss_cult_growth_med,description of plant tissue culture growth media used,0,1,text,text,
636,plant-associated,ep,tot_mass,plant-associated_tot_mass,tot_mass,"total mass of the host at collection, the unit depends on host",0,1,text,Measurement,
637,plant-associated,ep,watering_regm,plant-associated_watering_regm,watering_regm,information about treatment involving an exposure to watering frequencies; can include multiple regimens,0,1,text,text,
638,plant-associated,ep,water_temp_regm,plant-associated_water_temp_regm,water_temp_regm,information about treatment involving an exposure to water with varying degree of temperature; can include multiple regimens,0,1,text,text,
639,plant-associated,ep,wet_mass,plant-associated_wet_mass,wet_mass,measurement of wet mass,0,1,text,Measurement,
640,plant-associated,ep,,,mgrast_id,MG-RAST Enviromental Package ID,0,0,text,text,
641,plant-associated,ep,misc_param,plant-associated_misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,Measurement_Named,
642,sediment,ep,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
643,sediment,ep,alkalinity,sediment_alkalinity,alkalinity,"alkalinity, the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate",0,1,text,text,
644,sediment,ep,alkyl_diethers,sediment_alkyl_diethers,alkyl_diethers,concentration of alkyl diethers ,0,1,text,text,
645,sediment,ep,aminopept_act,sediment_aminopept_act,aminopept_act,measurement of aminopeptidase activity,0,1,text,text,
646,sediment,ep,ammonium,sediment_ammonium,ammonium,concentration of ammonium,0,1,text,text,
647,sediment,ep,bacteria_carb_prod,sediment_bacteria_carb_prod,bacteria_carb_prod,measurement of bacterial carbon production,0,1,text,text,
648,sediment,ep,biomass,sediment_biomass,biomass,"amount of biomass; should include the name for the part of biomass measured, e.g. microbial, total. can include multiple measurements",0,1,text,text,
649,sediment,ep,bishomohopanol,sediment_bishomohopanol,bishomohopanol,concentration of bishomohopanol ,0,1,text,text,
650,sediment,ep,bromide,sediment_bromide,bromide,concentration of bromide ,0,1,text,text,
651,sediment,ep,calcium,sediment_calcium,calcium,concentration of calcium,0,1,text,text,
652,sediment,ep,carb_nitro_ratio,sediment_carb_nitro_ratio,carb_nitro_ratio,ratio of amount or concentrations of carbon to nitrogen,0,1,text,text,
653,sediment,ep,chem_administration,sediment_chem_administration,chem_administration,"list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v1.72), please see http://bioportal.bioontology.org/visualize/44603",0,1,text,text,
654,sediment,ep,chloride,sediment_chloride,chloride,concentration of chloride ,0,1,text,text,
655,sediment,ep,chlorophyll,sediment_chlorophyll,chlorophyll,concentration of chlorophyll,0,1,text,text,
656,sediment,ep,density,sediment_density,density,density of sample,0,1,text,text,
657,sediment,ep,diether_lipids,sediment_diether_lipids,diether_lipids,concentration of diether lipids; can include multiple types of diether lipids,0,1,text,text,
658,sediment,ep,diss_carb_dioxide,sediment_diss_carb_dioxide,diss_carb_dioxide,concentration of dissolved carbon dioxide,0,1,text,text,
659,sediment,ep,diss_hydrogen,sediment_diss_hydrogen,diss_hydrogen,concentration of dissolved hydrogen,0,1,text,text,
660,sediment,ep,diss_inorg_carb,sediment_diss_inorg_carb,diss_inorg_carb,dissolved inorganic carbon concentration,0,1,text,text,
661,sediment,ep,diss_org_carb,sediment_diss_org_carb,diss_org_carb,concentration of dissolved organic carbon,0,1,text,text,
662,sediment,ep,diss_org_nitro,sediment_diss_org_nitro,diss_org_nitro,dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2,0,1,text,text,
663,sediment,ep,diss_oxygen,sediment_diss_oxygen,diss_oxygen,concentration of dissolved oxygen,0,1,text,text,
664,sediment,ep,glucosidase_act,sediment_glucosidase_act,glucosidase_act,measurement of glucosidase activity,0,1,text,text,
665,sediment,ep,magnesium,sediment_magnesium,magnesium,concentration of magnesium,0,1,text,text,
666,sediment,ep,mean_frict_vel,sediment_mean_frict_vel,mean_frict_vel,measurement of mean friction velocity,0,1,text,text,
667,sediment,ep,mean_peak_frict_vel,sediment_mean_peak_frict_vel,mean_peak_frict_vel,measurement of mean peak friction velocity,0,1,text,text,
668,sediment,ep,methane,sediment_methane,methane,methane (gas) amount or concentration at the time of sampling,0,1,text,text,
669,sediment,ep,n_alkanes,sediment_n_alkanes,n_alkanes,concentration of n-alkanes; can include multiple n-alkanes,0,1,text,text,
670,sediment,ep,nitrate,sediment_nitrate,nitrate,concentration of nitrate,0,1,text,text,
671,sediment,ep,nitrite,sediment_nitrite,nitrite,concentration of nitrite,0,1,text,text,
672,sediment,ep,nitro,sediment_nitro,nitro,concentration of nitrogen (total),0,1,text,text,
673,sediment,ep,org_carb,sediment_org_carb,org_carb,concentration of organic carbon,0,1,text,text,
674,sediment,ep,org_matter,sediment_org_matter,org_matter,concentration of organic matter ,0,1,text,text,
675,sediment,ep,org_nitro,sediment_org_nitro,org_nitro,concentration of organic nitrogen,0,1,text,text,
676,sediment,ep,organism_count,sediment_organism_count,organism_count,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",0,1,text,text,
677,sediment,ep,oxy_stat_samp,sediment_oxy_stat_samp,oxy_stat_samp,oxygenation status of sample,0,1,text,text,
678,sediment,ep,particle_class,sediment_particle_class,particle_class,"particles are classified, based on their size, into six general categories:clay, silt, sand, gravel, cobbles, and boulders; should include amount of particle preceded by the name of the particle type; can include multiple values",0,1,text,text,
679,sediment,ep,part_org_carb,sediment_part_org_carb,part_org_carb,concentration of particulate organic carbon,0,1,text,text,
680,sediment,ep,perturbation,sediment_perturbation,perturbation,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",0,1,text,text,
681,sediment,ep,petroleum_hydrocarb,sediment_petroleum_hydrocarb,petroleum_hydrocarb,concentration of petroleum hydrocarbon,0,1,text,text,
682,sediment,ep,ph,sediment_ph,ph,pH measurement,0,1,text,Measurement,
683,sediment,ep,phaeopigments,sediment_phaeopigments,phaeopigments,concentration of phaeopigments; can include multiple phaeopigments,0,1,text,text,
684,sediment,ep,phosphate,sediment_phosphate,phosphate,concentration of phosphate,0,1,text,text,
685,sediment,ep,phosplipid_fatt_acid,sediment_phosplipid_fatt_acid,phosplipid_fatt_acid,concentration of phospholipid fatty acids; can include multiple values,0,1,text,text,
686,sediment,ep,porosity,sediment_porosity,porosity,porosity of deposited sediment is volume of voids divided by the total volume of sample,0,1,text,text,
687,sediment,ep,potassium,sediment_potassium,potassium,concentration of potassium ,0,1,text,text,
688,sediment,ep,pressure,sediment_press,pressure,"pressure to which the sample is subject, in atmospheres",0,1,text,Measurement,
689,sediment,ep,redox_potential,sediment_redox_potential,redox_potential,"redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential",0,1,text,text,
690,sediment,ep,salinity,sediment_salinity,salinity,salinity measurement,0,1,text,text,
691,sediment,ep,samp_store_dur,sediment_samp_store_dur,samp_store_dur,duration for which sample was stored,0,1,text,Range,
692,sediment,ep,samp_store_loc,sediment_samp_store_loc,samp_store_loc,"location at which sample was stored, usually name of a specific freezer/room",0,1,text,text,
693,sediment,ep,samp_store_temp,sediment_samp_store_temp,samp_store_temp,"temperature at which sample was stored, e.g. -80",0,1,text,Measurement,
694,sediment,ep,sediment_type,sediment_sediment_type,sediment_type,information about the sediment type based on major constituents,0,1,text,OOD_List,
695,sediment,ep,silicate,sediment_silicate,silicate,concentration of silicate,0,1,text,text,
696,sediment,ep,sodium,sediment_sodium,sodium,sodium concentration,0,1,text,text,
697,sediment,ep,sulfate,sediment_sulfate,sulfate,concentration of sulfate,0,1,text,text,
698,sediment,ep,sulfide,sediment_sulfide,sulfide,concentration of sulfide,0,1,text,text,
699,sediment,ep,tidal_stage,sediment_tidal_stage,tidal_stage,stage of tide,0,1,text,text,
700,sediment,ep,tot_carb,sediment_tot_carb,tot_carb,total carbon content,0,1,text,text,
701,sediment,ep,tot_nitro,sediment_tot_nitro,tot_nitro,"total nitrogen concentration, calculated by: total nitrogen = total dissolved nitrogen + particulate nitrogen. Can also be measured without filtering, reported as nitrogen",0,1,text,text,
702,sediment,ep,tot_org_carb,sediment_tot_org_carb,tot_org_carb,Definition for soil: total organic C content of the soil units of g C/kg soil. Definition otherwise: total organic carbon content,0,1,text,text,
703,sediment,ep,turbidity,sediment_turbidity,turbidity,turbidity measurement,0,1,text,text,
704,sediment,ep,water_content,sediment_water_content,water_content,water content measurement,0,1,text,text,
705,sediment,ep,,,mgrast_id,MG-RAST Enviromental Package ID,0,0,text,text,
706,sediment,ep,misc_param,sediment_misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,Measurement_Named,
707,soil,ep,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
708,soil,ep,cur_land_use,soil_cur_land_use,cur_land_use,present state of sample site,0,1,text,text,
709,soil,ep,cur_vegetation,soil_cur_vegetation,cur_vegetation,"vegetation classification from one or more standard classification systems, or agricultural crop",0,1,text,text,
710,soil,ep,cur_vegetation_meth,soil_cur_vegetation_meth,cur_vegetation_meth,reference or method used in vegetation classification ,0,1,text,text,
711,soil,ep,previous_land_use,soil_previous_land_use,previous_land_use,previous land use and dates,0,1,text,text,
712,soil,ep,previous_land_use_meth,soil_previous_land_use_meth,previous_land_use_meth,reference or method used in determining previous land use and dates,0,1,text,text,
713,soil,ep,crop_rotation,soil_crop_rotation,crop_rotation,"whether or not crop is rotated, and if yes, rotation schedule",0,1,text,text,
714,soil,ep,agrochem_addition,soil_agrochem_addition,agrochem_addition,"addition of fertilizers, pesticides, etc. - amount and time of applications",0,1,text,text,
715,soil,ep,tillage,soil_tillage,tillage,note method(s) used for tilling,0,1,text,text,
716,soil,ep,fire,soil_fire,fire,historical and/or physical evidence of fire,0,1,text,text,
717,soil,ep,flooding,soil_flooding,flooding,historical and/or physical evidence of flooding,0,1,text,text,
718,soil,ep,extreme_event,soil_extreme_event,extreme_event,unusual physical events that may have affected microbial populations,0,1,text,text,
719,soil,ep,horizon,soil_horizon,horizon,specific layer in the land area which measures parallel to the soil surface and possesses physical characteristics which differ from the layers above and beneath,0,1,text,text,
720,soil,ep,horizon_meth,soil_horizon_meth,horizon_meth,reference or method used in determining the horizon,0,1,text,text,
721,soil,ep,sieving,soil_sieving,sieving,collection design of pooled samples and/or sieve size and amount of sample sieved ,0,1,text,text,
722,soil,ep,water_content_soil,soil_water_content_soil,water_content_soil,water content (g/g or cm3/cm3),0,1,text,text,
723,soil,ep,water_content_soil_meth,soil_water_content_soil_meth,water_content_soil_meth,reference or method used in determining the water content of soil,0,1,text,text,
724,soil,ep,samp_weight_dna_ext,soil_samp_weight_dna_ext,samp_weight_dna_ext,weight (g) of soil processed,0,1,text,text,
725,soil,ep,pool_dna_extracts,soil_pool_dna_extracts,pool_dna_extracts,were multiple DNA extractions mixed? how many?,0,1,text,text,
726,soil,ep,store_cond,soil_store_cond,store_cond,explain how and for how long the soil sample was stored before DNA extraction.,0,1,text,text,
727,soil,ep,link_climate_info,soil_link_climate_info,link_climate_info,link to climate resource,0,1,text,text,
728,soil,ep,annual_season_temp,soil_annual_season_temp,annual_season_temp,mean annual and seasonal temperature (oC),0,1,text,Measurement_Named,
729,soil,ep,annual_season_precpt,soil_annual_season_precpt,annual_season_precpt,mean annual and seasonal precipitation (mm),0,1,text,text,
730,soil,ep,link_class_info,soil_link_class_info,link_class_info,link to digitized soil maps or other soil classification information,0,1,text,text,
731,soil,ep,fao_class,soil_fao_class,fao_class,soil classification from the FAO World Reference Database for Soil Resources,0,1,text,text,
732,soil,ep,local_class,soil_local_class,local_class,soil classification based on local soil classification system,0,1,text,text,
733,soil,ep,local_class_meth,soil_local_class_meth,local_class_meth,reference or method used in determining the local soil classification ,0,1,text,text,
734,soil,ep,soil_type,soil_soil_type,soil_type,soil series name or other lower-level classification,0,1,text,OOD_List,
735,soil,ep,soil_type_meth,soil_soil_type_meth,soil_type_meth,reference or method used in determining soil series name or other lower-level classification,0,1,text,OOD_List,
736,soil,ep,slope_gradient,soil_slope_gradient,slope_gradient,commonly called ___slope.__ù  The angle between ground surface and a horizontal line (in percent).  This is the direction that overland water would flow.  This measure is usually taken with a hand level meter or clinometer. ,0,1,text,text,
737,soil,ep,slope_aspect,soil_slope_aspect,slope_aspect,"the direction a slope faces. While looking down a slope use a compass to record the direction you are facing (direction or degrees); e.g., NW or 315_ç.  This measure provides an indication of sun and wind exposure that will influence soil temperature and evapotranspiration.",0,1,text,text,
738,soil,ep,profile_position,soil_profile_position,profile_position,cross-sectional position in the hillslope where sample was collected.sample area position in relation to surrounding areas,0,1,text,text,
739,soil,ep,drainage_class,soil_drainage_class,drainage_class,drainage classification from a standard system such as the USDA system,0,1,text,text,
740,soil,ep,texture,soil_texture,texture,"the relative proportion of different grain sizes of mineral particles in a soil, as described using a standard system; express as % sand (50 um to 2 mm), silt (2 um to 50 um), and clay (<2 um) with textural name (e.g., silty clay loam) optional.",0,1,text,text,
741,soil,ep,texture_meth,soil_texture_meth,texture_meth,reference or method used in determining soil texture,0,1,text,text,
742,soil,ep,ph,soil_ph,ph,pH measurement,0,1,text,Measurement,
743,soil,ep,ph_meth,soil_ph_meth,ph_meth,reference or method used in determining pH,0,1,text,text,
744,soil,ep,tot_org_carb,soil_tot_org_carb,tot_org_carb,Definition for soil: total organic C content of the soil units of g C/kg soil. Definition otherwise: total organic carbon content,0,1,text,text,
745,soil,ep,tot_org_c_meth,soil_tot_org_c_meth,tot_org_c_meth,reference or method used in determining total organic C,0,1,text,text,
746,soil,ep,tot_n,soil_tot_n,tot_n,total nitrogen content of the soil Units of g N/kg soil,0,1,text,text,
747,soil,ep,tot_n_meth,soil_tot_n_meth,tot_n_meth,reference or method used in determining the total N,0,1,text,text,
748,soil,ep,microbial_biomass,soil_microbial_biomass,microbial_biomass,"the part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 _µm. IF you keep this, you would need to have correction factors used for conversion to the final units, which should be mg C (or N)/kg soil).",0,1,text,text,
749,soil,ep,microbial_biomass_meth,soil_microbial_biomass_meth,microbial_biomass_meth,reference or method used in determining microbial biomass,0,1,text,text,
750,soil,ep,extreme_salinity,soil_extreme_salinity,extreme_salinity,measured salinity ,0,1,text,text,
751,soil,ep,salinity_meth,soil_salinity_meth,salinity_meth,reference or method used in determining salinity,0,1,text,text,
752,soil,ep,heavy_metals,soil_heavy_metals,heavy_metals,heavy metals present and concentrationsany drug used by subject and the frequency of usage; can include multiple heavy metals and concentrations,0,1,text,text,
753,soil,ep,heavy_metals_meth,soil_heavy_metals_meth,heavy_metals_meth,reference or method used in determining heavy metals,0,1,text,text,
754,soil,ep,al_sat,soil_al_sat,al_sat,aluminum saturation (esp. for tropical soils),0,1,text,text,
755,soil,ep,al_sat_meth,soil_al_sat_meth,al_sat_meth,reference or method used in determining Al saturation,0,1,text,text,
756,soil,ep,,,mgrast_id,MG-RAST Enviromental Package ID,0,0,text,text,
757,soil,ep,misc_param,soil_misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,Measurement_Named,
758,wastewater|sludge,ep,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
759,wastewater|sludge,ep,alkalinity,wastewater-sludge_alkalinity,alkalinity,"alkalinity, the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate",0,1,text,text,
760,wastewater|sludge,ep,biochem_oxygen_dem,wastewater-sludge_biochem_oxygen_dem,biochem_oxygen_dem,a measure of the relative oxygen-depletion effect of a waste contaminant,0,1,text,text,
761,wastewater|sludge,ep,chem_administration,wastewater-sludge_chem_administration,chem_administration,"list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v1.72), please see http://bioportal.bioontology.org/visualize/44603",0,1,text,text,
762,wastewater|sludge,ep,chem_oxygen_dem,wastewater-sludge_chem_oxygen_dem,chem_oxygen_dem,a measure of the relative oxygen-depletion effect of a waste contaminant,0,1,text,text,
763,wastewater|sludge,ep,efficiency_percent,wastewater-sludge_efficiency_percent,efficiency_percent,percentage of volatile solids removed from the anaerobic digestor,0,1,text,text,
764,wastewater|sludge,ep,emulsions,wastewater-sludge_emulsions,emulsions,"amount or concentration of substances such as paints, adhesives, mayonnaise, hair colorants, emulsified oils, etc.; can include multiple emulsion types",0,1,text,text,
765,wastewater|sludge,ep,gaseous_substances,wastewater-sludge_gaseous_substances,gaseous_substances,"amount or concentration of substances such as hydrogen sulfide, carbon dioxide, methane, etc.; can include multiple substances",0,1,text,text,
766,wastewater|sludge,ep,indust_eff_percent,wastewater-sludge_indust_eff_percent,indust_eff_percent,percentage of industrial effluents received by wastewater treatment plant,0,1,text,text,
767,wastewater|sludge,ep,inorg_particles,wastewater-sludge_inorg_particles,inorg_particles,"concentration of particles such as sand, grit, metal particles, ceramics, etc.; can include multiple particles",0,1,text,text,
768,wastewater|sludge,ep,nitrate,wastewater-sludge_nitrate,nitrate,concentration of nitrate,0,1,text,text,
769,wastewater|sludge,ep,org_particles,wastewater-sludge_org_particles,org_particles,"concentration of particles such as faeces, hairs, food, vomit, paper fibers, plant material, humus, etc.",0,1,text,text,
770,wastewater|sludge,ep,organism_count,wastewater-sludge_organism_count,organism_count,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",0,1,text,text,
771,wastewater|sludge,ep,oxy_stat_samp,wastewater-sludge_oxy_stat_samp,oxy_stat_samp,oxygenation status of sample,0,1,text,text,
772,wastewater|sludge,ep,perturbation,wastewater-sludge_perturbation,perturbation,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",0,1,text,text,
773,wastewater|sludge,ep,ph,wastewater-sludge_ph,ph,pH measurement,0,1,text,Measurement,
774,wastewater|sludge,ep,phosphate,wastewater-sludge_phosphate,phosphate,concentration of phosphate,0,1,text,text,
775,wastewater|sludge,ep,pre_treatment,wastewater-sludge_pre_treatment,pre_treatment,the process of pre-treatment removes materials that can be easily collected from the raw wastewater,0,1,text,text,
776,wastewater|sludge,ep,primary_treatment,wastewater-sludge_primary_treatment,primary_treatment,the process to produce both a generally homogeneous liquid capable of being treated biologically and a sludge that can be separately treated or processed,0,1,text,text,
